penghasilan,jumlah_tanggungan,kondisi_rumah,status_pekerjaan,pendidikan,lama_tinggal_tahun,layak_subsidi
1637336,4,tidak layak,buruh harian,SMA,14,1
987988,3,sederhana,buruh harian,SD,7,1
634883,3,tidak layak,buruh harian,SD,14,1
1519114,5,tidak layak,tidak bekerja,SD,5,1
1450223,3,tidak layak,buruh harian,SD,8,1
1950429,4,tidak layak,petani,SD,15,1
922087,5,sederhana,tidak bekerja,SMP,9,1
1248467,2,tidak layak,tidak bekerja,SD,20,1
1458976,4,sederhana,tidak bekerja,SD,11,1
1604084,6,tidak layak,petani,SMA,22,1
1812121,6,sederhana,petani,SD,13,1
1165364,7,sederhana,buruh harian,SMA,16,1
1778497,7,tidak layak,buruh harian,SMP,22,1
666373,5,tidak layak,buruh harian,SD,19,1
1386745,4,tidak layak,petani,SD,10,0
986760,7,tidak layak,petani,SD,21,1
636973,4,tidak layak,buruh harian,SMA,8,1
1356053,4,tidak layak,buruh harian,SD,22,1
881817,6,sederhana,petani,SD,20,1
1283266,5,sederhana,buruh harian,SD,19,1
1204169,6,tidak layak,petani,SMP,17,1
1150833,7,tidak layak,buruh harian,SD,22,1
1367731,3,tidak layak,petani,SD,24,1
1485224,7,tidak layak,petani,SMP,17,1
1482248,2,tidak layak,tidak bekerja,SMP,9,1
1821074,6,sederhana,buruh harian,SMP,21,1
1779227,5,sederhana,petani,SD,11,1
1083148,6,tidak layak,petani,SMP,13,1
1733968,3,sederhana,buruh harian,SD,24,0
634595,3,sederhana,buruh harian,SMP,18,1
1360675,3,tidak layak,petani,SMA,8,1
1415322,3,tidak layak,petani,SD,20,1
848847,2,tidak layak,petani,SD,11,1
1975579,4,tidak layak,petani,SMA,23,1
1048270,7,sederhana,petani,SMP,20,1
763193,3,tidak layak,buruh harian,SMP,9,1
775525,2,tidak layak,petani,SD,16,1
1015477,6,tidak layak,buruh harian,SMP,14,1
748038,3,tidak layak,tidak bekerja,SMP,7,1
1072678,6,tidak layak,tidak bekerja,SD,19,1
1256649,6,sederhana,petani,SMP,6,1
1822781,5,sederhana,petani,SD,9,1
571241,2,tidak layak,buruh harian,SMA,11,1
917230,2,tidak layak,buruh harian,SD,16,1
861153,3,tidak layak,buruh harian,SD,14,1
1600152,3,tidak layak,buruh harian,SD,24,1
616622,3,tidak layak,buruh harian,SD,8,1
1354452,2,sederhana,buruh harian,SMP,7,1
1473652,6,tidak layak,petani,SMP,10,1
1943537,6,sederhana,buruh harian,SMP,24,1
915364,3,tidak layak,buruh harian,SMA,14,1
1777731,6,tidak layak,buruh harian,SMP,23,1
1590505,3,sederhana,buruh harian,SMP,7,1
1534738,7,sederhana,tidak bekerja,SMP,6,1
1611213,4,sederhana,tidak bekerja,SD,16,1
953207,6,sederhana,petani,SMP,17,1
1701660,7,sederhana,tidak bekerja,SMP,23,1
509525,2,sederhana,petani,SMP,5,1
1001829,7,tidak layak,buruh harian,SD,9,1
1677804,5,sederhana,tidak bekerja,SD,9,1
1067636,7,tidak layak,buruh harian,SMP,7,1
1609023,7,tidak layak,petani,SMP,15,1
1486154,7,tidak layak,tidak bekerja,SMP,12,1
610709,2,tidak layak,tidak bekerja,SMA,19,1
1256600,2,tidak layak,buruh harian,SMA,21,1
1634606,5,sederhana,buruh harian,SMA,24,1
1496238,3,tidak layak,buruh harian,SMP,10,1
1076114,6,sederhana,buruh harian,SD,8,1
1916528,2,tidak layak,buruh harian,SMP,10,1
1754931,6,sederhana,buruh harian,SD,11,1
1434577,5,tidak layak,buruh harian,SD,9,1
889893,7,sederhana,petani,SD,23,1
1644398,5,tidak layak,buruh harian,SMP,17,1
1838748,6,tidak layak,buruh harian,SMP,9,1
1509150,6,sederhana,buruh harian,SMP,19,1
1965232,5,tidak layak,tidak bekerja,SD,15,1
932153,3,sederhana,buruh harian,SD,23,1
1089333,6,sederhana,tidak bekerja,SD,13,1
1479007,4,tidak layak,buruh harian,SMP,14,1
759797,7,tidak layak,tidak bekerja,SD,9,1
1530457,4,tidak layak,tidak bekerja,SD,17,1
1576004,6,tidak layak,petani,SD,20,1
1681261,2,sederhana,petani,SD,24,1
1097447,5,sederhana,buruh harian,SMP,10,1
601337,3,tidak layak,tidak bekerja,SMP,12,1
953343,4,tidak layak,buruh harian,SMA,21,1
814232,4,tidak layak,petani,SD,14,1
702267,2,tidak layak,petani,SMP,18,0
676095,6,sederhana,tidak bekerja,SD,7,1
970832,2,tidak layak,buruh harian,SMA,17,1
577512,3,tidak layak,buruh harian,SMP,23,1
1806072,6,sederhana,buruh harian,SMP,13,1
1078507,4,sederhana,petani,SMA,23,1
1924220,4,sederhana,buruh harian,SD,20,1
685026,5,sederhana,buruh harian,SMA,19,1
1050573,3,sederhana,buruh harian,SD,5,1
814454,4,sederhana,petani,SD,14,1
1934966,2,tidak layak,buruh harian,SMA,8,1
1431638,4,tidak layak,buruh harian,SMP,9,1
1134833,2,sederhana,buruh harian,SMP,5,1
1995434,2,tidak layak,petani,SD,10,1
1381305,7,tidak layak,tidak bekerja,SD,24,1
1155815,7,tidak layak,buruh harian,SMP,20,1
1097467,7,sederhana,tidak bekerja,SMP,17,1
1295299,6,tidak layak,buruh harian,SMP,6,1
1312009,6,tidak layak,buruh harian,SMA,20,1
1466398,4,tidak layak,buruh harian,SD,10,1
1639583,4,tidak layak,petani,SMA,8,1
1750283,2,tidak layak,buruh harian,SMA,17,1
1693535,6,sederhana,petani,SMA,6,1
543314,4,tidak layak,tidak bekerja,SMP,13,1
1727851,6,sederhana,tidak bekerja,SMP,24,1
500059,3,sederhana,tidak bekerja,SD,12,1
905889,2,tidak layak,tidak bekerja,SD,8,1
948567,7,tidak layak,buruh harian,SD,24,1
1636807,6,sederhana,buruh harian,SD,5,1
1747948,4,sederhana,buruh harian,SD,14,1
1932416,2,tidak layak,buruh harian,SD,10,1
1288226,5,sederhana,tidak bekerja,SMP,14,1
1810717,2,sederhana,petani,SD,20,1
772865,3,tidak layak,buruh harian,SMP,21,1
1535679,2,sederhana,buruh harian,SD,21,1
1464947,7,tidak layak,petani,SMP,7,0
1258651,7,sederhana,tidak bekerja,SMA,14,1
1219623,6,sederhana,tidak bekerja,SD,15,1
1611298,6,sederhana,petani,SD,9,1
1207933,4,tidak layak,tidak bekerja,SD,24,1
643960,4,sederhana,buruh harian,SD,24,1
775677,2,tidak layak,tidak bekerja,SD,23,1
1701564,7,sederhana,petani,SD,23,1
1609998,2,tidak layak,buruh harian,SMP,6,1
1992317,7,sederhana,buruh harian,SD,17,1
896769,2,tidak layak,tidak bekerja,SMP,16,1
1918298,6,tidak layak,tidak bekerja,SD,12,1
1266103,6,tidak layak,tidak bekerja,SD,23,1
1639621,5,sederhana,petani,SMP,5,1
1477435,5,tidak layak,petani,SMA,5,1
1219072,5,sederhana,buruh harian,SD,7,1
1422941,4,tidak layak,petani,SMA,21,1
1284946,6,sederhana,buruh harian,SD,22,1
1712166,2,sederhana,tidak bekerja,SMA,6,1
523830,2,sederhana,tidak bekerja,SMA,19,1
1397013,5,tidak layak,petani,SMP,17,1
1360717,4,sederhana,buruh harian,SD,22,1
1857273,4,tidak layak,tidak bekerja,SD,6,1
1243245,5,tidak layak,petani,SD,8,1
988041,2,sederhana,tidak bekerja,SD,12,1
1423419,4,tidak layak,buruh harian,SMA,9,1
1315127,7,tidak layak,tidak bekerja,SD,19,1
1301135,7,tidak layak,buruh harian,SD,5,1
1505539,3,sederhana,buruh harian,SD,18,1
652550,7,sederhana,petani,SD,19,1
1616494,5,tidak layak,petani,SD,14,0
1840848,2,tidak layak,buruh harian,SMA,17,1
1077538,3,sederhana,buruh harian,SD,5,1
1770767,6,tidak layak,buruh harian,SD,24,1
1847846,2,tidak layak,buruh harian,SD,9,1
1130904,3,tidak layak,petani,SMA,18,1
1071087,6,tidak layak,buruh harian,SD,24,1
725300,4,tidak layak,tidak bekerja,SD,20,1
951464,2,sederhana,buruh harian,SMP,24,1
1843627,2,sederhana,buruh harian,SMP,23,1
507644,4,tidak layak,petani,SD,7,1
796727,2,sederhana,petani,SMP,15,1
1603136,5,tidak layak,buruh harian,SMA,18,0
872778,3,tidak layak,tidak bekerja,SD,20,1
1129877,6,tidak layak,buruh harian,SD,8,1
1852708,6,tidak layak,buruh harian,SMP,13,1
903662,3,sederhana,buruh harian,SMP,9,1
1833882,5,tidak layak,petani,SMP,6,1
1693798,2,tidak layak,buruh harian,SMP,10,1
1458808,4,tidak layak,tidak bekerja,SD,12,1
1643949,4,tidak layak,petani,SD,9,1
1010323,2,sederhana,buruh harian,SMP,19,1
1019399,7,tidak layak,petani,SD,22,1
551746,6,sederhana,petani,SD,11,1
1615499,3,sederhana,tidak bekerja,SD,10,1
1938030,3,sederhana,buruh harian,SMA,5,1
547114,6,tidak layak,buruh harian,SMP,22,1
1121975,3,tidak layak,buruh harian,SD,22,1
1599850,6,sederhana,petani,SD,14,1
1766987,5,tidak layak,tidak bekerja,SD,20,1
752816,2,tidak layak,buruh harian,SD,6,1
769692,6,sederhana,tidak bekerja,SMP,19,1
1063909,5,tidak layak,petani,SMA,15,1
1272948,6,sederhana,buruh harian,SD,12,1
1221671,5,tidak layak,petani,SD,19,1
757870,5,tidak layak,buruh harian,SD,7,1
1111189,5,tidak layak,buruh harian,SMP,5,1
1251603,2,tidak layak,petani,SMP,14,1
1139711,6,tidak layak,tidak bekerja,SD,5,1
1638249,7,tidak layak,petani,SMA,11,1
1439035,6,sederhana,buruh harian,SMP,11,1
1828590,6,tidak layak,petani,SD,15,1
1467051,5,tidak layak,petani,SMP,5,1
545738,3,tidak layak,buruh harian,SMP,7,1
567537,3,tidak layak,buruh harian,SMP,12,1
1789591,6,tidak layak,petani,SMA,20,1
1956548,3,tidak layak,buruh harian,SD,12,1
1868427,7,sederhana,buruh harian,SMP,7,1
1248759,3,tidak layak,buruh harian,SMA,13,1
641118,3,sederhana,petani,SMA,6,1
654724,5,tidak layak,petani,SD,11,1
1865749,6,tidak layak,tidak bekerja,SMP,17,1
799100,7,sederhana,petani,SD,5,1
1824606,7,tidak layak,petani,SMP,21,1
1897001,6,tidak layak,buruh harian,SMP,12,1
866797,7,sederhana,petani,SMA,17,1
1449327,4,sederhana,buruh harian,SMP,23,1
670020,4,tidak layak,buruh harian,SD,5,1
1664007,3,tidak layak,tidak bekerja,SMA,13,1
1292594,6,tidak layak,buruh harian,SD,15,1
876371,3,tidak layak,buruh harian,SD,13,1
1630869,5,tidak layak,buruh harian,SMA,17,1
1161265,6,tidak layak,petani,SMP,12,1
880959,7,tidak layak,tidak bekerja,SMP,21,1
1150902,5,tidak layak,buruh harian,SD,22,1
1659156,5,tidak layak,petani,SMP,6,1
819627,6,tidak layak,buruh harian,SMP,18,1
1432884,3,sederhana,buruh harian,SMA,12,1
1957300,4,tidak layak,buruh harian,SMP,21,1
1899516,3,tidak layak,tidak bekerja,SD,10,1
1096721,4,tidak layak,buruh harian,SD,12,1
882170,2,sederhana,buruh harian,SD,22,1
894780,4,sederhana,petani,SMP,24,1
776363,6,tidak layak,buruh harian,SD,24,1
1761625,4,tidak layak,buruh harian,SD,16,1
913096,2,sederhana,buruh harian,SMP,7,1
1668658,7,sederhana,petani,SD,10,1
903595,7,tidak layak,buruh harian,SD,18,1
1551524,4,tidak layak,buruh harian,SMA,8,1
1012377,3,tidak layak,buruh harian,SD,22,1
1512633,4,tidak layak,tidak bekerja,SMP,16,1
714579,6,tidak layak,buruh harian,SD,14,1
1557545,6,tidak layak,buruh harian,SD,16,1
1831366,5,sederhana,buruh harian,SMP,23,1
1740214,3,sederhana,buruh harian,SD,15,1
555818,3,tidak layak,petani,SMP,24,1
956667,4,sederhana,petani,SMA,9,1
1027966,4,sederhana,tidak bekerja,SMA,24,1
1020775,6,tidak layak,petani,SMP,21,1
1264404,5,sederhana,tidak bekerja,SMP,18,1
1117343,2,tidak layak,petani,SD,18,1
1139974,4,tidak layak,buruh harian,SMP,19,1
623439,3,tidak layak,buruh harian,SD,12,0
1666765,7,tidak layak,buruh harian,SMP,5,1
1389064,4,sederhana,buruh harian,SMP,20,1
622308,5,sederhana,buruh harian,SD,18,1
1521666,3,tidak layak,petani,SD,19,1
866068,7,sederhana,buruh harian,SMP,7,1
1655992,7,tidak layak,buruh harian,SD,24,1
867452,5,tidak layak,tidak bekerja,SMA,15,1
1975802,3,tidak layak,tidak bekerja,SMP,20,1
851079,4,sederhana,buruh harian,SD,13,1
757572,5,tidak layak,buruh harian,SD,7,1
1813381,6,sederhana,buruh harian,SD,21,1
1684446,3,tidak layak,buruh harian,SMA,22,1
915545,5,tidak layak,tidak bekerja,SMA,20,1
1211420,5,tidak layak,petani,SMP,23,1
1312282,2,sederhana,tidak bekerja,SMP,7,1
715777,2,tidak layak,buruh harian,SMA,22,1
749246,7,sederhana,buruh harian,SMP,13,1
634229,4,tidak layak,petani,SD,18,1
1323917,6,sederhana,petani,SD,9,1
1422840,6,sederhana,tidak bekerja,SMA,20,1
879075,5,tidak layak,tidak bekerja,SMP,15,1
986370,5,tidak layak,buruh harian,SD,18,1
1731793,7,sederhana,tidak bekerja,SD,23,1
1403211,5,tidak layak,buruh harian,SD,12,1
1661608,3,tidak layak,buruh harian,SD,15,1
1890010,4,tidak layak,buruh harian,SD,7,1
1029497,4,tidak layak,tidak bekerja,SMP,17,1
1085690,2,sederhana,buruh harian,SD,15,1
1759674,7,tidak layak,buruh harian,SD,12,1
1510641,5,tidak layak,buruh harian,SMA,13,1
507645,5,tidak layak,buruh harian,SD,22,1
1849228,3,tidak layak,buruh harian,SD,7,1
863113,5,sederhana,buruh harian,SMA,12,0
1685666,5,tidak layak,buruh harian,SD,11,1
1992700,4,tidak layak,buruh harian,SD,12,1
1706022,5,sederhana,petani,SMA,6,1
611375,7,tidak layak,petani,SMP,24,1
1797456,3,tidak layak,petani,SD,5,1
1906328,3,tidak layak,petani,SD,12,1
1504575,6,tidak layak,buruh harian,SMP,14,1
751365,6,sederhana,petani,SD,12,1
596856,2,sederhana,petani,SD,13,1
986315,3,tidak layak,buruh harian,SD,11,1
1924351,7,tidak layak,buruh harian,SD,19,1
1764146,3,tidak layak,petani,SMP,11,1
701275,7,tidak layak,tidak bekerja,SMA,17,1
1206466,7,tidak layak,buruh harian,SD,24,1
1248785,4,tidak layak,buruh harian,SMP,6,1
1893226,6,tidak layak,petani,SMA,16,1
712549,7,tidak layak,buruh harian,SD,19,1
1283954,2,tidak layak,buruh harian,SMP,14,1
594564,4,tidak layak,buruh harian,SMA,9,1
795596,7,sederhana,buruh harian,SMP,23,1
1289700,4,tidak layak,buruh harian,SMA,17,1
1105017,6,sederhana,buruh harian,SMA,18,1
593602,4,tidak layak,buruh harian,SMA,11,1
1942450,6,sederhana,tidak bekerja,SMA,10,1
1582640,3,tidak layak,tidak bekerja,SMP,18,1
1189653,3,sederhana,tidak bekerja,SD,22,1
1687440,6,sederhana,tidak bekerja,SMP,8,0
899820,7,tidak layak,tidak bekerja,SD,17,1
678893,5,sederhana,petani,SD,9,1
1587133,5,tidak layak,petani,SD,11,1
507420,2,tidak layak,buruh harian,SD,18,1
1479455,5,tidak layak,tidak bekerja,SMP,24,0
755023,2,tidak layak,buruh harian,SD,8,1
1269208,6,tidak layak,petani,SMP,10,1
1611652,7,tidak layak,petani,SMA,5,1
1098225,6,tidak layak,petani,SD,14,1
1434511,6,tidak layak,buruh harian,SD,9,1
1165357,2,sederhana,buruh harian,SD,8,1
1815981,4,tidak layak,petani,SMP,18,1
1749452,2,tidak layak,buruh harian,SMP,12,1
833664,7,sederhana,buruh harian,SMP,19,1
1045214,7,tidak layak,buruh harian,SMA,9,1
1253354,4,tidak layak,tidak bekerja,SMP,15,1
696618,3,tidak layak,petani,SD,7,1
1958936,3,sederhana,petani,SMP,24,1
1443407,4,tidak layak,buruh harian,SMA,11,1
1808407,7,tidak layak,buruh harian,SMP,8,1
1156537,4,sederhana,petani,SMA,16,1
1085240,5,tidak layak,buruh harian,SD,18,1
1950960,4,sederhana,buruh harian,SD,17,1
1403612,4,tidak layak,buruh harian,SD,9,1
1292796,6,tidak layak,buruh harian,SMP,19,0
1153421,2,sederhana,buruh harian,SMP,8,1
1051321,4,tidak layak,buruh harian,SD,14,1
548545,6,tidak layak,buruh harian,SMA,20,1
1560441,4,tidak layak,tidak bekerja,SMA,8,1
1567512,5,sederhana,buruh harian,SD,17,1
1102151,4,tidak layak,petani,SD,15,1
1533674,4,sederhana,buruh harian,SD,8,1
1945533,6,sederhana,buruh harian,SMP,7,0
781283,4,tidak layak,petani,SD,22,1
1246294,6,tidak layak,tidak bekerja,SD,16,1
1339181,2,tidak layak,petani,SD,5,0
1835756,6,tidak layak,buruh harian,SMA,24,1
1389973,7,sederhana,petani,SMA,19,1
1724920,2,tidak layak,tidak bekerja,SD,7,0
1419244,7,sederhana,tidak bekerja,SMP,22,1
1763692,4,tidak layak,petani,SD,21,1
558788,2,sederhana,tidak bekerja,SMA,7,1
531611,3,tidak layak,petani,SMA,7,1
1226187,7,tidak layak,buruh harian,SMP,22,1
1186469,3,sederhana,buruh harian,SMA,19,1
1043769,6,sederhana,buruh harian,SMA,15,1
1208981,5,sederhana,buruh harian,SD,17,1
1000365,4,sederhana,petani,SD,23,1
1527541,7,tidak layak,petani,SMA,10,1
1836039,3,tidak layak,petani,SMP,21,1
1194694,5,tidak layak,buruh harian,SMP,17,1
1572304,6,tidak layak,buruh harian,SD,14,1
923658,2,tidak layak,petani,SMP,20,1
1111134,4,sederhana,tidak bekerja,SD,16,1
1328953,7,tidak layak,tidak bekerja,SD,14,1
826921,2,sederhana,petani,SD,20,1
1504492,4,sederhana,petani,SMP,21,1
643209,3,sederhana,petani,SMP,16,1
1198996,5,tidak layak,buruh harian,SD,7,1
908121,6,sederhana,buruh harian,SD,18,1
1316456,4,tidak layak,tidak bekerja,SD,5,0
958182,3,sederhana,buruh harian,SMP,15,1
647577,7,sederhana,buruh harian,SMP,22,1
1225150,6,tidak layak,buruh harian,SMP,5,1
1678801,4,sederhana,buruh harian,SD,12,1
745615,3,sederhana,petani,SD,7,1
639570,6,tidak layak,petani,SD,7,1
577710,2,tidak layak,buruh harian,SD,13,1
1607032,5,tidak layak,tidak bekerja,SD,5,1
1774606,5,tidak layak,buruh harian,SMP,18,1
1709381,7,sederhana,buruh harian,SD,5,1
742254,7,tidak layak,petani,SD,11,1
1128568,2,tidak layak,buruh harian,SMP,23,1
1343590,5,tidak layak,petani,SD,12,1
1409657,5,tidak layak,buruh harian,SMP,23,1
1416731,4,tidak layak,buruh harian,SD,12,1
680177,3,sederhana,petani,SMA,23,1
573876,2,sederhana,tidak bekerja,SD,10,1
1238319,7,sederhana,petani,SD,8,1
1525390,3,tidak layak,buruh harian,SD,7,1
667744,5,sederhana,petani,SD,21,1
1356844,3,sederhana,tidak bekerja,SD,6,1
697311,6,sederhana,buruh harian,SD,8,1
1874524,2,tidak layak,petani,SMA,11,1
1086015,2,tidak layak,buruh harian,SMP,11,1
996990,2,tidak layak,petani,SD,21,1
768584,4,tidak layak,petani,SD,8,1
1433255,3,tidak layak,buruh harian,SD,21,1
643802,3,tidak layak,petani,SD,20,1
564792,7,sederhana,buruh harian,SMP,11,1
1315404,4,sederhana,buruh harian,SMP,10,1
1689797,2,sederhana,petani,SMP,14,1
1079302,4,sederhana,buruh harian,SMP,8,1
1586978,4,tidak layak,petani,SD,23,1
1283021,5,tidak layak,buruh harian,SMA,19,1
1991349,2,sederhana,petani,SMA,5,1
860039,7,sederhana,buruh harian,SMP,11,1
740416,6,tidak layak,petani,SD,16,1
1155603,7,tidak layak,petani,SMA,18,1
633486,5,tidak layak,buruh harian,SMP,19,1
634928,2,sederhana,buruh harian,SD,20,0
1096087,2,tidak layak,buruh harian,SD,12,1
744561,2,sederhana,petani,SD,9,1
974551,3,sederhana,buruh harian,SMP,14,1
1146914,2,tidak layak,buruh harian,SD,19,1
1065680,2,tidak layak,buruh harian,SMA,14,1
643542,6,tidak layak,buruh harian,SD,18,1
1182742,2,tidak layak,buruh harian,SD,14,1
992661,4,tidak layak,petani,SD,10,1
847088,2,tidak layak,buruh harian,SD,12,1
973615,2,tidak layak,buruh harian,SD,22,1
1168944,7,sederhana,buruh harian,SD,24,1
1178751,2,tidak layak,buruh harian,SMP,17,1
1896096,3,sederhana,tidak bekerja,SMA,11,1
1390560,5,tidak layak,buruh harian,SD,21,1
1560673,3,tidak layak,tidak bekerja,SMP,19,1
1538958,6,sederhana,tidak bekerja,SMA,8,1
1928260,7,tidak layak,buruh harian,SD,24,1
649911,7,tidak layak,petani,SD,11,1
1670778,6,tidak layak,tidak bekerja,SMA,16,1
1003635,4,tidak layak,petani,SMP,13,1
714382,4,sederhana,tidak bekerja,SMP,15,1
814132,6,tidak layak,petani,SD,20,1
549769,5,tidak layak,petani,SD,11,1
1149764,7,tidak layak,petani,SD,20,1
633541,5,tidak layak,buruh harian,SD,24,1
1954260,6,tidak layak,buruh harian,SD,6,1
994222,2,tidak layak,petani,SMA,23,1
1194385,3,tidak layak,buruh harian,SMA,6,1
1676813,3,tidak layak,buruh harian,SD,19,1
896381,2,tidak layak,petani,SD,17,1
707978,5,tidak layak,buruh harian,SMP,10,0
1591827,3,tidak layak,petani,SMA,13,1
1858246,3,tidak layak,petani,SMP,24,1
735368,4,tidak layak,buruh harian,SD,7,1
1069305,5,tidak layak,buruh harian,SMP,22,1
1609131,6,sederhana,petani,SMA,20,1
1187569,6,tidak layak,petani,SMP,8,1
801509,2,tidak layak,tidak bekerja,SD,10,1
957297,3,sederhana,tidak bekerja,SMP,22,1
525976,6,tidak layak,buruh harian,SMP,11,1
1590545,2,tidak layak,buruh harian,SMP,20,1
931541,4,sederhana,buruh harian,SMP,7,1
949957,5,tidak layak,buruh harian,SD,24,1
929390,3,sederhana,buruh harian,SMA,14,1
1494834,3,tidak layak,petani,SMP,14,1
1622239,2,sederhana,tidak bekerja,SMA,5,1
1339811,3,tidak layak,buruh harian,SD,22,1
789535,5,tidak layak,buruh harian,SD,8,1
1542128,6,tidak layak,tidak bekerja,SMA,19,0
707348,2,sederhana,buruh harian,SD,14,1
829225,5,sederhana,buruh harian,SD,23,1
1244587,3,tidak layak,buruh harian,SD,14,0
1868004,6,tidak layak,buruh harian,SD,19,1
582054,5,tidak layak,buruh harian,SD,21,1
1217566,6,tidak layak,buruh harian,SD,11,1
1904310,6,tidak layak,tidak bekerja,SMA,19,1
578593,2,sederhana,petani,SD,6,1
559485,3,tidak layak,buruh harian,SMP,14,1
1489043,4,tidak layak,buruh harian,SD,9,1
1844752,4,sederhana,petani,SD,14,1
1073604,4,tidak layak,buruh harian,SD,20,1
1728435,5,tidak layak,buruh harian,SMP,9,1
593099,4,sederhana,tidak bekerja,SMP,15,1
1737222,7,tidak layak,buruh harian,SD,20,1
1751909,7,sederhana,buruh harian,SMP,10,1
1534972,3,tidak layak,petani,SD,6,1
1242578,4,tidak layak,petani,SMP,18,1
755329,6,tidak layak,buruh harian,SMA,24,1
1607811,7,tidak layak,buruh harian,SD,24,1
1863624,6,tidak layak,buruh harian,SMP,22,1
1368153,6,tidak layak,buruh harian,SD,14,0
1978532,4,tidak layak,buruh harian,SD,10,1
1729202,3,tidak layak,petani,SMA,12,1
1162559,3,sederhana,petani,SMA,12,1
1980824,4,sederhana,petani,SMA,11,1
1185795,3,tidak layak,petani,SD,6,1
502607,7,sederhana,petani,SD,19,1
1492422,4,sederhana,petani,SMP,20,1
836260,3,tidak layak,buruh harian,SMP,9,1
716396,2,tidak layak,buruh harian,SD,6,1
915242,2,tidak layak,petani,SD,18,1
1280013,3,sederhana,buruh harian,SD,16,1
779317,6,tidak layak,petani,SMP,11,1
1058550,7,tidak layak,buruh harian,SMA,20,1
703318,2,sederhana,tidak bekerja,SD,20,1
599124,7,sederhana,buruh harian,SMP,19,1
1144116,5,tidak layak,tidak bekerja,SD,5,1
750898,7,tidak layak,buruh harian,SD,16,1
1102052,4,sederhana,tidak bekerja,SMP,15,1
890999,5,tidak layak,buruh harian,SMA,24,1
1479805,3,tidak layak,tidak bekerja,SD,20,1
879201,3,tidak layak,petani,SMP,6,1
564314,6,sederhana,buruh harian,SMP,16,1
989904,2,sederhana,tidak bekerja,SD,19,0
1962241,7,tidak layak,buruh harian,SMP,12,1
855386,2,tidak layak,buruh harian,SD,16,1
761270,7,tidak layak,petani,SMP,18,1
1579042,5,tidak layak,buruh harian,SD,11,1
616151,2,tidak layak,buruh harian,SD,8,1
878739,3,tidak layak,petani,SD,20,1
1898841,6,tidak layak,petani,SD,22,1
1002777,4,sederhana,petani,SD,7,1
1572855,5,sederhana,petani,SMP,20,1
1822557,7,tidak layak,tidak bekerja,SD,23,1
1048497,5,sederhana,petani,SD,24,1
1159325,4,tidak layak,petani,SMP,24,1
1794517,3,sederhana,buruh harian,SMP,18,1
604304,5,tidak layak,buruh harian,SMA,21,1
658302,2,sederhana,buruh harian,SMP,12,1
1768813,2,tidak layak,tidak bekerja,SMP,18,1
1066208,2,tidak layak,petani,SMP,23,1
823688,6,sederhana,buruh harian,SD,17,1
1152548,4,tidak layak,petani,SMA,16,1
1936254,3,sederhana,buruh harian,SD,20,1
593406,2,tidak layak,buruh harian,SD,5,1
845053,2,sederhana,buruh harian,SD,6,1
1905411,6,sederhana,buruh harian,SMA,23,1
1001437,2,tidak layak,petani,SMP,18,1
1385442,7,tidak layak,buruh harian,SD,19,1
1571612,6,tidak layak,buruh harian,SD,18,1
827466,7,sederhana,petani,SMP,22,1
504847,4,tidak layak,buruh harian,SD,12,1
979466,5,sederhana,tidak bekerja,SD,15,0
775037,2,tidak layak,petani,SMP,10,1
1422153,2,sederhana,tidak bekerja,SMP,5,1
1972363,4,tidak layak,buruh harian,SD,22,1
1035901,5,tidak layak,buruh harian,SD,20,1
998116,6,tidak layak,buruh harian,SD,12,1
1078121,5,sederhana,petani,SMP,13,1
1610999,2,tidak layak,tidak bekerja,SD,6,1
1376396,4,tidak layak,petani,SMP,5,1
1666844,7,sederhana,petani,SMP,24,1
874386,3,tidak layak,buruh harian,SMP,9,1
1023453,4,tidak layak,buruh harian,SMP,16,1
1112357,6,tidak layak,tidak bekerja,SD,17,1
684777,6,tidak layak,petani,SMP,11,1
575642,2,tidak layak,buruh harian,SMA,13,1
1018697,4,sederhana,buruh harian,SD,12,1
1515353,3,tidak layak,buruh harian,SD,13,1
717002,4,sederhana,buruh harian,SD,19,0
686889,6,tidak layak,tidak bekerja,SD,23,1
1891704,4,tidak layak,tidak bekerja,SMA,23,1
840813,2,sederhana,buruh harian,SMA,18,1
701254,6,tidak layak,tidak bekerja,SMP,12,1
1732550,4,sederhana,buruh harian,SMP,16,1
1921808,4,tidak layak,buruh harian,SD,18,1
1002799,2,tidak layak,buruh harian,SMP,19,1
1629504,2,tidak layak,buruh harian,SD,22,1
1985544,4,tidak layak,buruh harian,SMA,21,1
1719295,3,tidak layak,petani,SD,20,0
1235689,6,tidak layak,petani,SD,9,1
1776978,4,tidak layak,buruh harian,SD,9,1
1762135,2,sederhana,buruh harian,SD,21,1
1817488,6,sederhana,buruh harian,SMP,20,1
967259,2,sederhana,buruh harian,SMA,23,1
1400093,6,sederhana,buruh harian,SMA,20,1
651519,4,sederhana,buruh harian,SMA,22,1
1043406,7,sederhana,petani,SD,22,1
887695,7,tidak layak,petani,SMP,24,1
939815,5,tidak layak,buruh harian,SMA,20,1
1558776,7,tidak layak,petani,SMP,17,1
1123354,5,tidak layak,buruh harian,SD,21,1
1607280,6,tidak layak,buruh harian,SD,6,1
815631,2,tidak layak,tidak bekerja,SMP,7,1
1201825,2,sederhana,buruh harian,SD,12,1
518435,2,tidak layak,tidak bekerja,SD,16,1
547897,4,sederhana,buruh harian,SD,20,0
